ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
time,string,addr,port,addr,port,enum,string,interval,count,count,string,bool,bool,count,string,count,count,count,count,set[string]
1.726.892.807.868.870,CUuDiF1ry7UJjZy5Zj,192.168.0.66,35692,192.168.0.4,7741,tcp,-,1.018.450,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.870,Cn5yBp3fG5eCZ63K15,192.168.0.66,39128,192.168.0.4,9200,tcp,-,1.018.140,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.980,CJONcF1zGcagMi9rU6,192.168.0.66,55170,192.168.0.4,1122,tcp,-,1.018.028,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.980,CnOoEkxegR70T66L1,192.168.0.66,50786,192.168.0.4,1875,tcp,-,1.018.025,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.869.070,C4WRNz2pXZkCyKglC3,192.168.0.66,35962,192.168.0.4,9207,tcp,-,1.017.938,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.869.070,C6Z8aTax9MMgI4u3k,192.168.0.66,60164,192.168.0.4,2179,tcp,-,1.017.934,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.994.600,Cg689o4n56WXqFprX5,192.168.0.66,51816,192.168.0.4,8008,tcp,-,1.020.838,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.994.600,CS5Wwv3AqUJ670XEla,192.168.0.66,36502,192.168.0.4,1023,tcp,-,1.020.588,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.994.830,CLa5T92qCndTbW3USe,192.168.0.66,46636,192.168.0.4,2602,tcp,-,1.020.355,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.994.830,Cpe0Jh4kvW78y2R0id,192.168.0.66,38086,192.168.0.4,2725,tcp,-,1.020.352,0,0,S0,T,T,0,S,2,120,0,0,-
